query_index,candidate_index,query_figure_id,candidate_figure_id,query_paper_id,candidate_paper_id,query_field,candidate_field,similarity,rank,negative_type
23379,29290,FIG_00023380,FIG_00029291,2605.19431v1,2605.09506v1,ROBOTICS,BIOINFO,0.8862854242324829,3,inter_paper
23379,29368,FIG_00023380,FIG_00029369,2605.19431v1,2605.06995v1,ROBOTICS,BIOINFO,0.8857854604721069,4,inter_paper
23379,29278,FIG_00023380,FIG_00029279,2605.19431v1,2605.10840v2,ROBOTICS,BIOINFO,0.8777317404747009,5,inter_paper
23379,29514,FIG_00023380,FIG_00029515,2605.19431v1,2605.03578v1,ROBOTICS,BIOINFO,0.8664388656616211,6,inter_paper
23387,31581,FIG_00023388,FIG_00031582,2605.24004v1,2602.10163v1,ROBOTICS,BIOINFO,0.8903771638870239,2,inter_paper
23387,24760,FIG_00023388,FIG_00024761,2605.24004v1,2605.15120v2,ROBOTICS,ROBOTICS,0.8867568969726562,3,inter_paper
23387,25047,FIG_00023388,FIG_00025048,2605.24004v1,2605.13751v1,ROBOTICS,ROBOTICS,0.8851910829544067,4,inter_paper
23387,23785,FIG_00023388,FIG_00023786,2605.24004v1,2605.18109v1,ROBOTICS,ROBOTICS,0.8840417861938477,5,inter_paper
23387,24776,FIG_00023388,FIG_00024777,2605.24004v1,2605.14950v1,ROBOTICS,ROBOTICS,0.8817949891090393,6,inter_paper
23387,28910,FIG_00023388,FIG_00028911,2605.24004v1,2605.21522v1,ROBOTICS,BIOINFO,0.8805837035179138,7,inter_paper
23388,23390,FIG_00023389,FIG_00023391,2605.19420v1,2605.19420v1,ROBOTICS,ROBOTICS,0.8006468415260315,1,intra_paper
23388,28183,FIG_00023389,FIG_00028184,2605.19420v1,2601.15356v5,ROBOTICS,IMAGING,0.7556244134902954,2,inter_paper
23389,26376,FIG_00023390,FIG_00026377,2605.19420v1,2605.10166v1,ROBOTICS,ROBOTICS,0.8609589338302612,1,inter_paper
23389,24776,FIG_00023390,FIG_00024777,2605.19420v1,2605.14950v1,ROBOTICS,ROBOTICS,0.8607877492904663,2,inter_paper
23389,26393,FIG_00023390,FIG_00026394,2605.19420v1,2605.10094v2,ROBOTICS,ROBOTICS,0.8337275981903076,3,inter_paper
23389,25769,FIG_00023390,FIG_00025770,2605.19420v1,2605.12160v1,ROBOTICS,ROBOTICS,0.8332115411758423,4,inter_paper
23389,25623,FIG_00023390,FIG_00025624,2605.19420v1,2605.12624v2,ROBOTICS,ROBOTICS,0.8320338726043701,5,inter_paper
23389,24402,FIG_00023390,FIG_00024403,2605.19420v1,2605.15964v1,ROBOTICS,ROBOTICS,0.8262302279472351,6,inter_paper
23389,25267,FIG_00023390,FIG_00025268,2605.19420v1,2605.13321v1,ROBOTICS,ROBOTICS,0.8222141265869141,7,inter_paper
23389,26511,FIG_00023390,FIG_00026512,2605.19420v1,2605.09869v2,ROBOTICS,ROBOTICS,0.8215469121932983,8,inter_paper
23389,24839,FIG_00023390,FIG_00024840,2605.19420v1,2605.14801v1,ROBOTICS,ROBOTICS,0.8176473379135132,9,inter_paper
23389,24103,FIG_00023390,FIG_00024104,2605.19420v1,2605.17204v1,ROBOTICS,ROBOTICS,0.8168957233428955,10,inter_paper
23390,26380,FIG_00023391,FIG_00026381,2605.19420v1,2605.10118v1,ROBOTICS,ROBOTICS,0.7855030298233032,1,inter_paper
23390,24587,FIG_00023391,FIG_00024588,2605.19420v1,2605.15597v1,ROBOTICS,ROBOTICS,0.7836723327636719,2,inter_paper
23393,29296,FIG_00023394,FIG_00029297,2605.19328v1,2605.09384v1,ROBOTICS,BIOINFO,0.8727468252182007,1,inter_paper
23393,29923,FIG_00023394,FIG_00029924,2605.19328v1,2604.16896v1,ROBOTICS,BIOINFO,0.8607495427131653,2,inter_paper
23393,26580,FIG_00023394,FIG_00026581,2605.19328v1,2605.09633v1,ROBOTICS,ROBOTICS,0.8579820394515991,3,inter_paper
23395,30141,FIG_00023396,FIG_00030142,2605.19328v1,2604.11852v2,ROBOTICS,BIOINFO,0.8565323352813721,2,inter_paper
23395,31809,FIG_00023396,FIG_00031810,2605.19328v1,2602.03343v1,ROBOTICS,BIOINFO,0.8343392610549927,3,inter_paper
23395,28994,FIG_00023396,FIG_00028995,2605.19328v1,2605.18571v1,ROBOTICS,BIOINFO,0.8305634260177612,4,inter_paper
23395,33803,FIG_00023396,FIG_00033804,2605.19328v1,2512.03092v1,ROBOTICS,BIOINFO,0.8187426328659058,5,inter_paper
23395,31022,FIG_00023396,FIG_00031023,2605.19328v1,2603.04081v1,ROBOTICS,BIOINFO,0.8145395517349243,6,inter_paper
23395,29662,FIG_00023396,FIG_00029663,2605.19328v1,2605.00272v1,ROBOTICS,BIOINFO,0.8110208511352539,7,inter_paper
23395,32558,FIG_00023396,FIG_00032559,2605.19328v1,2601.04536v1,ROBOTICS,BIOINFO,0.8106410503387451,8,inter_paper
23395,27161,FIG_00023396,FIG_00027162,2605.19328v1,2605.07649v2,ROBOTICS,ROBOTICS,0.8105278015136719,9,inter_paper
23395,30462,FIG_00023396,FIG_00030463,2605.19328v1,2603.26994v1,ROBOTICS,BIOINFO,0.8083356618881226,10,inter_paper
23396,31022,FIG_00023397,FIG_00031023,2605.19328v1,2603.04081v1,ROBOTICS,BIOINFO,0.8419363498687744,1,inter_paper
23396,33988,FIG_00023397,FIG_00033989,2605.19328v1,2511.20890v1,ROBOTICS,BIOINFO,0.823318600654602,2,inter_paper
23396,31809,FIG_00023397,FIG_00031810,2605.19328v1,2602.03343v1,ROBOTICS,BIOINFO,0.7969844937324524,3,inter_paper
23396,30898,FIG_00023397,FIG_00030899,2605.19328v1,2603.08444v2,ROBOTICS,BIOINFO,0.7920897006988525,4,inter_paper
23396,30141,FIG_00023397,FIG_00030142,2605.19328v1,2604.11852v2,ROBOTICS,BIOINFO,0.789439857006073,5,inter_paper
23396,28447,FIG_00023397,FIG_00028448,2605.19328v1,2601.11684v1,ROBOTICS,IMAGING,0.7878214120864868,6,inter_paper
23396,27161,FIG_00023397,FIG_00027162,2605.19328v1,2605.07649v2,ROBOTICS,ROBOTICS,0.782503604888916,7,inter_paper
23396,32556,FIG_00023397,FIG_00032557,2605.19328v1,2601.04536v1,ROBOTICS,BIOINFO,0.7823280096054077,8,inter_paper
23397,32254,FIG_00023398,FIG_00032255,2605.19328v1,2601.13407v2,ROBOTICS,BIOINFO,0.859720766544342,1,inter_paper
23397,30853,FIG_00023398,FIG_00030854,2605.19328v1,2603.11476v1,ROBOTICS,BIOINFO,0.859682559967041,2,inter_paper
23397,27160,FIG_00023398,FIG_00027161,2605.19328v1,2605.07649v2,ROBOTICS,ROBOTICS,0.8588639497756958,3,inter_paper
23397,33657,FIG_00023398,FIG_00033658,2605.19328v1,2512.02328v1,ROBOTICS,BIOINFO,0.8527129888534546,4,inter_paper
23397,31613,FIG_00023398,FIG_00031614,2605.19328v1,2602.08751v3,ROBOTICS,BIOINFO,0.8475281000137329,5,inter_paper
23397,28965,FIG_00023398,FIG_00028966,2605.19328v1,2605.18701v1,ROBOTICS,BIOINFO,0.8468702435493469,6,inter_paper
23397,28966,FIG_00023398,FIG_00028967,2605.19328v1,2605.18701v1,ROBOTICS,BIOINFO,0.8391313552856445,7,inter_paper
23397,32253,FIG_00023398,FIG_00032254,2605.19328v1,2601.13407v2,ROBOTICS,BIOINFO,0.838290810585022,8,inter_paper
23397,28987,FIG_00023398,FIG_00028988,2605.19328v1,2605.18588v1,ROBOTICS,BIOINFO,0.8361276388168335,9,inter_paper
23397,30852,FIG_00023398,FIG_00030853,2605.19328v1,2603.11476v1,ROBOTICS,BIOINFO,0.8341691493988037,10,inter_paper
23398,23401,FIG_00023399,FIG_00023402,2605.19314v1,2605.19314v1,ROBOTICS,ROBOTICS,0.8102240562438965,1,intra_paper
23398,23402,FIG_00023399,FIG_00023403,2605.19314v1,2605.19314v1,ROBOTICS,ROBOTICS,0.8084973096847534,2,intra_paper
23398,23400,FIG_00023399,FIG_00023401,2605.19314v1,2605.19314v1,ROBOTICS,ROBOTICS,0.805386483669281,3,intra_paper
23400,23402,FIG_00023401,FIG_00023403,2605.19314v1,2605.19314v1,ROBOTICS,ROBOTICS,0.822231113910675,2,intra_paper
23401,23402,FIG_00023402,FIG_00023403,2605.19314v1,2605.19314v1,ROBOTICS,ROBOTICS,0.8240289688110352,1,intra_paper
23416,29195,FIG_00023417,FIG_00029196,2605.19294v1,2605.12852v1,ROBOTICS,BIOINFO,0.8970039486885071,4,inter_paper
23416,29259,FIG_00023417,FIG_00029260,2605.19294v1,2605.11221v1,ROBOTICS,BIOINFO,0.8964307308197021,5,inter_paper
23416,30118,FIG_00023417,FIG_00030119,2605.19294v1,2604.12294v1,ROBOTICS,BIOINFO,0.8954813480377197,6,inter_paper
23416,28987,FIG_00023417,FIG_00028988,2605.19294v1,2605.18588v1,ROBOTICS,BIOINFO,0.8953470587730408,7,inter_paper
23416,30471,FIG_00023417,FIG_00030472,2605.19294v1,2603.26994v1,ROBOTICS,BIOINFO,0.8944264650344849,8,inter_paper
23417,25467,FIG_00023418,FIG_00025468,2605.19294v1,2605.12790v1,ROBOTICS,ROBOTICS,0.8175955414772034,1,inter_paper
23417,33001,FIG_00023418,FIG_00033002,2605.19294v1,2512.18114v2,ROBOTICS,BIOINFO,0.8055980205535889,2,inter_paper
23417,34245,FIG_00023418,FIG_00034246,2605.19294v1,2511.14826v1,ROBOTICS,BIOINFO,0.8010133504867554,3,inter_paper
23417,23743,FIG_00023418,FIG_00023744,2605.19294v1,2605.18373v1,ROBOTICS,ROBOTICS,0.7945358157157898,4,inter_paper
23421,24427,FIG_00023422,FIG_00024428,2605.19293v1,2605.15944v2,ROBOTICS,ROBOTICS,0.8965054750442505,2,inter_paper
23421,30289,FIG_00023422,FIG_00030290,2605.19293v1,2604.04155v1,ROBOTICS,BIOINFO,0.8941206932067871,3,inter_paper
23421,33804,FIG_00023422,FIG_00033805,2605.19293v1,2512.03092v1,ROBOTICS,BIOINFO,0.8938779830932617,4,inter_paper
23421,24854,FIG_00023422,FIG_00024855,2605.19293v1,2605.14712v1,ROBOTICS,ROBOTICS,0.8924980759620667,5,inter_paper
23428,26964,FIG_00023429,FIG_00026965,2605.19257v3,2605.08774v1,ROBOTICS,ROBOTICS,0.8962845206260681,3,inter_paper
23430,27266,FIG_00023431,FIG_00027267,2605.19257v3,2605.07143v1,ROBOTICS,ROBOTICS,0.7930667400360107,1,inter_paper
23430,25586,FIG_00023431,FIG_00025587,2605.19257v3,2605.12628v1,ROBOTICS,ROBOTICS,0.7914705276489258,2,inter_paper
23430,31000,FIG_00023431,FIG_00031001,2605.19257v3,2603.04622v1,ROBOTICS,BIOINFO,0.7911510467529297,3,inter_paper
23430,30884,FIG_00023431,FIG_00030885,2605.19257v3,2603.10302v2,ROBOTICS,BIOINFO,0.7899041771888733,4,inter_paper
23430,30299,FIG_00023431,FIG_00030300,2605.19257v3,2604.03911v1,ROBOTICS,BIOINFO,0.7888844609260559,5,inter_paper
23430,32043,FIG_00023431,FIG_00032044,2605.19257v3,2601.17582v2,ROBOTICS,BIOINFO,0.7882905602455139,6,inter_paper
23430,30889,FIG_00023431,FIG_00030890,2605.19257v3,2603.10302v2,ROBOTICS,BIOINFO,0.7860903143882751,7,inter_paper
23430,31067,FIG_00023431,FIG_00031068,2605.19257v3,2603.02665v1,ROBOTICS,BIOINFO,0.7854133248329163,8,inter_paper
23430,31109,FIG_00023431,FIG_00031110,2605.19257v3,2603.01965v1,ROBOTICS,BIOINFO,0.7830506563186646,9,inter_paper
23436,32724,FIG_00023437,FIG_00032725,2605.19255v1,2512.24945v2,ROBOTICS,BIOINFO,0.8981631398200989,3,inter_paper
23436,34043,FIG_00023437,FIG_00034044,2605.19255v1,2511.19894v1,ROBOTICS,BIOINFO,0.8969810009002686,4,inter_paper
23436,32632,FIG_00023437,FIG_00032633,2605.19255v1,2601.01245v1,ROBOTICS,BIOINFO,0.896796464920044,5,inter_paper
23436,34046,FIG_00023437,FIG_00034047,2605.19255v1,2511.19894v1,ROBOTICS,BIOINFO,0.8918279409408569,6,inter_paper
23436,27851,FIG_00023437,FIG_00027852,2605.19255v1,2601.19246v1,ROBOTICS,IMAGING,0.8910141587257385,7,inter_paper
23436,34834,FIG_00023437,FIG_00034835,2605.19255v1,2605.29449v1,ROBOTICS,SIGNAL,0.8864879608154297,8,inter_paper
23436,33682,FIG_00023437,FIG_00033683,2605.19255v1,2512.02162v1,ROBOTICS,BIOINFO,0.8849245309829712,9,inter_paper
23436,32700,FIG_00023437,FIG_00032701,2605.19255v1,2512.24945v2,ROBOTICS,BIOINFO,0.8846423029899597,10,inter_paper
23437,25465,FIG_00023438,FIG_00025466,2605.19255v1,2605.12790v1,ROBOTICS,ROBOTICS,0.8759011626243591,2,inter_paper
23437,29717,FIG_00023438,FIG_00029718,2605.19255v1,2604.25371v1,ROBOTICS,BIOINFO,0.8737884759902954,3,inter_paper
23437,23920,FIG_00023438,FIG_00023921,2605.19255v1,2605.17601v1,ROBOTICS,ROBOTICS,0.8681030869483948,4,inter_paper
23440,30805,FIG_00023441,FIG_00030806,2605.19255v1,2603.13051v1,ROBOTICS,BIOINFO,0.8586142063140869,1,inter_paper
23440,25377,FIG_00023441,FIG_00025378,2605.19255v1,2605.13086v1,ROBOTICS,ROBOTICS,0.8506115674972534,2,inter_paper
23440,25073,FIG_00023441,FIG_00025074,2605.19255v1,2605.13669v1,ROBOTICS,ROBOTICS,0.8480965495109558,3,inter_paper
23440,23920,FIG_00023441,FIG_00023921,2605.19255v1,2605.17601v1,ROBOTICS,ROBOTICS,0.8447049260139465,4,inter_paper
23443,23447,FIG_00023444,FIG_00023448,2605.19255v1,2605.19255v1,ROBOTICS,ROBOTICS,0.7780784368515015,1,intra_paper
23451,25566,FIG_00023452,FIG_00025567,2605.27418v1,2605.12654v1,ROBOTICS,ROBOTICS,0.7719082832336426,1,inter_paper
23451,25563,FIG_00023452,FIG_00025564,2605.27418v1,2605.12654v1,ROBOTICS,ROBOTICS,0.7627691030502319,2,inter_paper
23451,24646,FIG_00023452,FIG_00024647,2605.27418v1,2605.16442v1,ROBOTICS,ROBOTICS,0.7602808475494385,3,inter_paper
23451,25442,FIG_00023452,FIG_00025443,2605.27418v1,2605.12897v1,ROBOTICS,ROBOTICS,0.759526789188385,4,inter_paper
23455,26267,FIG_00023456,FIG_00026268,2605.19209v1,2605.10484v1,ROBOTICS,ROBOTICS,0.892774224281311,1,inter_paper
23455,29936,FIG_00023456,FIG_00029937,2605.19209v1,2604.16851v1,ROBOTICS,BIOINFO,0.888839066028595,2,inter_paper
23455,34728,FIG_00023456,FIG_00034729,2605.19209v1,2605.30988v1,ROBOTICS,SIGNAL,0.8872801065444946,3,inter_paper
23455,29959,FIG_00023456,FIG_00029960,2605.19209v1,2604.16851v1,ROBOTICS,BIOINFO,0.8807731866836548,4,inter_paper
23455,25115,FIG_00023456,FIG_00025116,2605.19209v1,2605.15227v1,ROBOTICS,ROBOTICS,0.8802285194396973,5,inter_paper
23455,30929,FIG_00023456,FIG_00030930,2605.19209v1,2603.13342v1,ROBOTICS,BIOINFO,0.8775938749313354,6,inter_paper
23456,34731,FIG_00023457,FIG_00034732,2605.19209v1,2605.30988v1,ROBOTICS,SIGNAL,0.8973410129547119,2,inter_paper
23456,23810,FIG_00023457,FIG_00023811,2605.19209v1,2605.18059v1,ROBOTICS,ROBOTICS,0.8961143493652344,3,inter_paper
23465,28914,FIG_00023466,FIG_00028915,2605.19206v1,2605.21522v1,ROBOTICS,BIOINFO,0.8851585388183594,1,inter_paper
23465,23658,FIG_00023466,FIG_00023659,2605.19206v1,2605.18722v1,ROBOTICS,ROBOTICS,0.8791890740394592,2,inter_paper
23468,27072,FIG_00023469,FIG_00027073,2605.19202v1,2605.07988v1,ROBOTICS,ROBOTICS,0.883884072303772,3,inter_paper
23468,28144,FIG_00023469,FIG_00028145,2605.19202v1,2601.15102v1,ROBOTICS,IMAGING,0.8821646571159363,4,inter_paper
23468,27073,FIG_00023469,FIG_00027074,2605.19202v1,2605.07988v1,ROBOTICS,ROBOTICS,0.8680795431137085,5,inter_paper
23468,31873,FIG_00023469,FIG_00031874,2605.19202v1,2602.02620v2,ROBOTICS,BIOINFO,0.8625298738479614,6,inter_paper
23468,31831,FIG_00023469,FIG_00031832,2605.19202v1,2602.02425v1,ROBOTICS,BIOINFO,0.8556565642356873,7,inter_paper
23468,24626,FIG_00023469,FIG_00024627,2605.19202v1,2605.15528v1,ROBOTICS,ROBOTICS,0.8552432060241699,8,inter_paper
23468,24631,FIG_00023469,FIG_00024632,2605.19202v1,2605.15528v1,ROBOTICS,ROBOTICS,0.854474663734436,9,inter_paper
23472,23474,FIG_00023473,FIG_00023475,2605.19202v1,2605.19202v1,ROBOTICS,ROBOTICS,0.8931113481521606,1,intra_paper
23472,26150,FIG_00023473,FIG_00026151,2605.19202v1,2605.10904v1,ROBOTICS,ROBOTICS,0.8573538064956665,2,inter_paper
23472,23473,FIG_00023473,FIG_00023474,2605.19202v1,2605.19202v1,ROBOTICS,ROBOTICS,0.8534116148948669,3,intra_paper
23472,31204,FIG_00023473,FIG_00031205,2605.19202v1,2602.24258v1,ROBOTICS,BIOINFO,0.8522416353225708,4,inter_paper
23472,31201,FIG_00023473,FIG_00031202,2605.19202v1,2602.24258v1,ROBOTICS,BIOINFO,0.8502192497253418,5,inter_paper
23472,30090,FIG_00023473,FIG_00030091,2605.19202v1,2604.13980v1,ROBOTICS,BIOINFO,0.8501210808753967,6,inter_paper
23472,31222,FIG_00023473,FIG_00031223,2605.19202v1,2602.23459v1,ROBOTICS,BIOINFO,0.8480402827262878,7,inter_paper
23472,32464,FIG_00023473,FIG_00032465,2605.19202v1,2601.07591v1,ROBOTICS,BIOINFO,0.8473068475723267,8,inter_paper
23480,25508,FIG_00023481,FIG_00025509,2605.19166v1,2605.12735v1,ROBOTICS,ROBOTICS,0.794816255569458,1,inter_paper
23480,25230,FIG_00023481,FIG_00025231,2605.19166v1,2605.13401v1,ROBOTICS,ROBOTICS,0.7879480123519897,2,inter_paper
23480,30359,FIG_00023481,FIG_00030360,2605.19166v1,2604.01385v1,ROBOTICS,BIOINFO,0.7876992225646973,3,inter_paper
23480,25231,FIG_00023481,FIG_00025232,2605.19166v1,2605.13401v1,ROBOTICS,ROBOTICS,0.7868825197219849,4,inter_paper
23480,30360,FIG_00023481,FIG_00030361,2605.19166v1,2604.01385v1,ROBOTICS,BIOINFO,0.7867050766944885,5,inter_paper
23480,30365,FIG_00023481,FIG_00030366,2605.19166v1,2604.01385v1,ROBOTICS,BIOINFO,0.7830660939216614,6,inter_paper
23480,32007,FIG_00023481,FIG_00032008,2605.19166v1,2601.20236v1,ROBOTICS,BIOINFO,0.7808142900466919,7,inter_paper
23480,23481,FIG_00023481,FIG_00023482,2605.19166v1,2605.19166v1,ROBOTICS,ROBOTICS,0.777092695236206,8,intra_paper
23481,26067,FIG_00023482,FIG_00026068,2605.19166v1,2605.11151v2,ROBOTICS,ROBOTICS,0.888898491859436,1,inter_paper
23481,27150,FIG_00023482,FIG_00027151,2605.19166v1,2605.07727v1,ROBOTICS,ROBOTICS,0.8878259658813477,2,inter_paper
23481,26068,FIG_00023482,FIG_00026069,2605.19166v1,2605.11151v2,ROBOTICS,ROBOTICS,0.874756932258606,3,inter_paper
23483,26511,FIG_00023484,FIG_00026512,2605.19138v2,2605.09869v2,ROBOTICS,ROBOTICS,0.83743816614151,1,inter_paper
23483,26957,FIG_00023484,FIG_00026958,2605.19138v2,2605.08799v1,ROBOTICS,ROBOTICS,0.833636462688446,2,inter_paper
23483,24715,FIG_00023484,FIG_00024716,2605.19138v2,2605.15298v1,ROBOTICS,ROBOTICS,0.8276544809341431,3,inter_paper
23483,24776,FIG_00023484,FIG_00024777,2605.19138v2,2605.14950v1,ROBOTICS,ROBOTICS,0.8225398063659668,4,inter_paper
23483,34626,FIG_00023484,FIG_00034627,2605.19138v2,2511.05183v1,ROBOTICS,BIOINFO,0.8194774389266968,5,inter_paper
23483,24759,FIG_00023484,FIG_00024760,2605.19138v2,2605.15120v2,ROBOTICS,ROBOTICS,0.8192748427391052,6,inter_paper
23496,27007,FIG_00023497,FIG_00027008,2605.19136v1,2605.08612v1,ROBOTICS,ROBOTICS,0.8920668959617615,1,inter_paper
23496,27624,FIG_00023497,FIG_00027625,2605.19136v1,2601.22938v1,ROBOTICS,IMAGING,0.8870166540145874,2,inter_paper
23496,23993,FIG_00023497,FIG_00023994,2605.19136v1,2605.17486v1,ROBOTICS,ROBOTICS,0.8810611963272095,3,inter_paper
23502,31578,FIG_00023503,FIG_00031579,2605.19120v1,2602.10163v1,ROBOTICS,BIOINFO,0.7557839155197144,1,inter_paper
23502,28450,FIG_00023503,FIG_00028451,2605.19120v1,2601.11085v1,ROBOTICS,IMAGING,0.7503083944320679,2,inter_paper
23505,23507,FIG_00023506,FIG_00023508,2605.19120v1,2605.19120v1,ROBOTICS,ROBOTICS,0.8271267414093018,1,intra_paper
23506,34826,FIG_00023507,FIG_00034827,2605.19120v1,2605.29481v1,ROBOTICS,SIGNAL,0.8824806213378906,1,inter_paper
23506,32836,FIG_00023507,FIG_00032837,2605.19120v1,2512.21997v2,ROBOTICS,BIOINFO,0.8798938989639282,2,inter_paper
23506,34672,FIG_00023507,FIG_00034673,2605.19120v1,2605.31526v1,ROBOTICS,SIGNAL,0.8780660629272461,3,inter_paper
23506,34733,FIG_00023507,FIG_00034734,2605.19120v1,2605.30787v1,ROBOTICS,SIGNAL,0.8732002973556519,4,inter_paper
23506,30596,FIG_00023507,FIG_00030597,2605.19120v1,2603.20115v1,ROBOTICS,BIOINFO,0.8714034557342529,5,inter_paper
23506,30222,FIG_00023507,FIG_00030223,2605.19120v1,2604.07557v1,ROBOTICS,BIOINFO,0.8675894737243652,6,inter_paper
23506,34010,FIG_00023507,FIG_00034011,2605.19120v1,2511.20734v2,ROBOTICS,BIOINFO,0.8669008612632751,7,inter_paper
23510,32328,FIG_00023511,FIG_00032329,2605.19120v1,2601.11505v2,ROBOTICS,BIOINFO,0.8998396992683411,1,inter_paper
23510,26084,FIG_00023511,FIG_00026085,2605.19120v1,2605.11114v1,ROBOTICS,ROBOTICS,0.8990770578384399,2,inter_paper
23510,27624,FIG_00023511,FIG_00027625,2605.19120v1,2601.22938v1,ROBOTICS,IMAGING,0.8984661102294922,3,inter_paper
23510,29738,FIG_00023511,FIG_00029739,2605.19120v1,2604.24365v2,ROBOTICS,BIOINFO,0.889962375164032,4,inter_paper
23510,28225,FIG_00023511,FIG_00028226,2605.19120v1,2601.14053v2,ROBOTICS,IMAGING,0.8791172504425049,5,inter_paper
23510,29924,FIG_00023511,FIG_00029925,2605.19120v1,2604.16896v1,ROBOTICS,BIOINFO,0.878614604473114,6,inter_paper
23517,28712,FIG_00023518,FIG_00028713,2605.19120v1,2605.24135v1,ROBOTICS,BIOINFO,0.8472514152526855,1,inter_paper
23517,28708,FIG_00023518,FIG_00028709,2605.19120v1,2605.24170v1,ROBOTICS,BIOINFO,0.8326725959777832,2,inter_paper
23517,34701,FIG_00023518,FIG_00034702,2605.19120v1,2605.31180v1,ROBOTICS,SIGNAL,0.823826014995575,3,inter_paper
23517,24841,FIG_00023518,FIG_00024842,2605.19120v1,2605.14801v1,ROBOTICS,ROBOTICS,0.8166836500167847,4,inter_paper
23517,24537,FIG_00023518,FIG_00024538,2605.19120v1,2605.15705v1,ROBOTICS,ROBOTICS,0.8160282373428345,5,inter_paper
23517,31320,FIG_00023518,FIG_00031321,2605.19120v1,2602.18915v1,ROBOTICS,BIOINFO,0.811028778553009,6,inter_paper
23518,26976,FIG_00023519,FIG_00026977,2605.19120v1,2605.08758v1,ROBOTICS,ROBOTICS,0.8933613300323486,1,inter_paper
23518,26977,FIG_00023519,FIG_00026978,2605.19120v1,2605.08758v1,ROBOTICS,ROBOTICS,0.8927587866783142,2,inter_paper
23518,32836,FIG_00023519,FIG_00032837,2605.19120v1,2512.21997v2,ROBOTICS,BIOINFO,0.8848497867584229,3,inter_paper
23518,34816,FIG_00023519,FIG_00034817,2605.19120v1,2605.29677v1,ROBOTICS,SIGNAL,0.8787174820899963,4,inter_paper
23518,34010,FIG_00023519,FIG_00034011,2605.19120v1,2511.20734v2,ROBOTICS,BIOINFO,0.869685173034668,5,inter_paper
23519,23804,FIG_00023520,FIG_00023805,2605.19120v1,2605.18059v1,ROBOTICS,ROBOTICS,0.8710988163948059,2,inter_paper
23519,32244,FIG_00023520,FIG_00032245,2605.19120v1,2601.13926v1,ROBOTICS,BIOINFO,0.8678770065307617,3,inter_paper
23519,26033,FIG_00023520,FIG_00026034,2605.19120v1,2605.11381v1,ROBOTICS,ROBOTICS,0.8660368919372559,4,inter_paper
23519,32515,FIG_00023520,FIG_00032516,2605.19120v1,2601.05356v1,ROBOTICS,BIOINFO,0.8544179797172546,5,inter_paper
23519,34627,FIG_00023520,FIG_00034628,2605.19120v1,2511.04998v1,ROBOTICS,BIOINFO,0.8534024953842163,6,inter_paper
23519,30848,FIG_00023520,FIG_00030849,2605.19120v1,2603.11476v1,ROBOTICS,BIOINFO,0.8529165983200073,7,inter_paper
23519,29065,FIG_00023520,FIG_00029066,2605.19120v1,2605.16860v1,ROBOTICS,BIOINFO,0.8498295545578003,8,inter_paper
23520,23804,FIG_00023521,FIG_00023805,2605.19120v1,2605.18059v1,ROBOTICS,ROBOTICS,0.8687655329704285,1,inter_paper
23520,32244,FIG_00023521,FIG_00032245,2605.19120v1,2601.13926v1,ROBOTICS,BIOINFO,0.8673006892204285,2,inter_paper
23520,26033,FIG_00023521,FIG_00026034,2605.19120v1,2605.11381v1,ROBOTICS,ROBOTICS,0.8652953505516052,3,inter_paper
23520,30848,FIG_00023521,FIG_00030849,2605.19120v1,2603.11476v1,ROBOTICS,BIOINFO,0.8536046743392944,4,inter_paper
23520,32515,FIG_00023521,FIG_00032516,2605.19120v1,2601.05356v1,ROBOTICS,BIOINFO,0.8527352809906006,5,inter_paper
23520,34627,FIG_00023521,FIG_00034628,2605.19120v1,2511.04998v1,ROBOTICS,BIOINFO,0.8507349491119385,6,inter_paper
23520,29065,FIG_00023521,FIG_00029066,2605.19120v1,2605.16860v1,ROBOTICS,BIOINFO,0.8487563729286194,7,inter_paper
23520,29783,FIG_00023521,FIG_00029784,2605.19120v1,2604.22744v1,ROBOTICS,BIOINFO,0.8425582647323608,8,inter_paper
23525,26595,FIG_00023526,FIG_00026596,2605.19120v1,2605.09613v1,ROBOTICS,ROBOTICS,0.8976449966430664,1,inter_paper
23525,23531,FIG_00023526,FIG_00023532,2605.19120v1,2605.19120v1,ROBOTICS,ROBOTICS,0.8973062038421631,2,intra_paper
23525,32270,FIG_00023526,FIG_00032271,2605.19120v1,2601.14314v1,ROBOTICS,BIOINFO,0.8813807368278503,3,inter_paper
23525,32640,FIG_00023526,FIG_00032641,2605.19120v1,2601.00656v1,ROBOTICS,BIOINFO,0.8767095804214478,4,inter_paper
23525,34449,FIG_00023526,FIG_00034450,2605.19120v1,2511.09583v2,ROBOTICS,BIOINFO,0.8675568699836731,5,inter_paper
23525,23669,FIG_00023526,FIG_00023670,2605.19120v1,2605.18617v1,ROBOTICS,ROBOTICS,0.8604246973991394,6,inter_paper
23525,34391,FIG_00023526,FIG_00034392,2605.19120v1,2511.11769v1,ROBOTICS,BIOINFO,0.8574129939079285,7,inter_paper
23525,33910,FIG_00023526,FIG_00033911,2605.19120v1,2512.00194v1,ROBOTICS,BIOINFO,0.852797269821167,8,inter_paper
23525,34392,FIG_00023526,FIG_00034393,2605.19120v1,2511.11769v1,ROBOTICS,BIOINFO,0.8482402563095093,9,inter_paper
