figure_id,paper_id,field,category,page,image_path,figure_x1,figure_y1,figure_x2,figure_y2,caption_x1,caption_y1,caption_x2,caption_y2
FIG_00030112,2604.13175v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030112.png,228.89,661.06,991.6,957.77,211.17,976.91,1012.16,1023.53
FIG_00030113,2604.13175v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030113.png,231.29,1065.3,990.84,1361.23,211.48,1380.05,1013.72,1427.13
FIG_00030114,2604.13175v1,BIOINFO,q-bio.QM,18,figures/BIOINFO/FIG_00030114.png,213.25,150.49,1008.59,864.74,253.95,883.1,995.94,907.76
FIG_00030115,2604.12671v2,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030115.png,107.95,110.72,1101.82,595.64,100.3,620.75,1113.29,674.65
FIG_00030116,2604.12671v2,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030116.png,125.2,518.55,592.83,737.88,111.02,763.36,597.87,798.45
FIG_00030117,2604.12671v2,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030117.png,137.27,133.87,1099.28,1201.54,101.29,1244.6,1114.23,1282.24
FIG_00030118,2604.12671v2,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030118.png,118.24,139.89,1101.18,552.28,110.46,591.84,1122.19,628.2
FIG_00030119,2604.12294v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030119.png,213.09,862.8,971.78,1395.35,140.75,1418.08,1052.49,1525.79
FIG_00030120,2604.12294v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030120.png,215.36,163.11,943.99,677.47,138.7,705.64,1052.22,813.13
FIG_00030121,2604.12294v1,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030121.png,213.92,817.76,973.57,1416.52,140.55,1442.57,1052.93,1522.81
FIG_00030122,2604.12294v1,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030122.png,216.27,199.53,971.67,677.57,138.35,705.27,1053.6,760.27
FIG_00030123,2604.12075v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030123.png,217.13,140.69,1012.94,570.91,213.33,582.4,1012.31,643.8
FIG_00030124,2604.12026v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030124.png,114.55,139.43,1076.46,363.99,107.73,381.47,1086.75,463.86
FIG_00030125,2604.12026v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030125.png,640.85,133.34,1055.41,289.61,612.81,302.06,1085.75,402.54
FIG_00030126,2604.12026v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030126.png,214.08,252.52,981.57,962.0,107.31,977.9,1085.95,1040.63
FIG_00030127,2604.12026v1,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030127.png,161.09,134.19,1035.67,399.5,108.08,416.55,1087.23,498.73
FIG_00030128,2604.12026v1,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030128.png,159.79,388.86,1035.89,1085.71,107.61,1101.6,1086.88,1183.63
FIG_00030129,2604.11944v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030129.png,143.82,832.73,1078.47,1109.93,140.5,1121.32,1081.95,1176.07
FIG_00030130,2604.11944v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030130.png,218.59,138.64,1013.6,504.12,139.38,517.89,1082.23,570.93
FIG_00030131,2604.11483v1,BIOINFO,q-bio.QM,2,figures/BIOINFO/FIG_00030131.png,148.63,137.62,1038.54,577.2,141.26,596.51,1051.18,667.2
FIG_00030132,2604.11483v1,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030132.png,193.54,145.33,981.39,633.98,245.31,652.35,943.56,675.69
FIG_00030133,2604.11483v1,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030133.png,144.73,141.55,1048.26,612.44,140.81,632.45,1051.45,680.45
FIG_00030134,2604.11483v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030134.png,175.53,588.3,561.51,923.03,222.17,955.9,498.74,981.3
FIG_00030135,2604.11483v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030135.png,629.35,157.69,1032.99,491.15,682.19,524.41,978.97,549.13
FIG_00030136,2604.11483v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030136.png,157.64,157.41,561.27,491.01,233.8,524.42,486.59,548.45
FIG_00030137,2605.04071v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030137.png,146.26,1038.55,1047.3,1305.58,316.96,1326.13,872.31,1353.1
FIG_00030138,2605.04071v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030138.png,145.31,679.34,1047.83,947.04,315.03,965.87,873.68,991.85
FIG_00030139,2605.04071v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030139.png,141.14,679.06,1052.79,1307.95,316.96,1326.13,872.31,1353.1
FIG_00030140,2604.11852v2,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030140.png,281.1,251.0,941.09,972.67,386.53,988.4,831.09,1012.86
FIG_00030141,2604.11852v2,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030141.png,217.08,392.45,1002.82,816.25,219.08,832.23,1002.4,952.63
FIG_00030142,2604.11852v2,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030142.png,417.7,252.99,802.03,571.35,394.82,593.0,824.27,618.01
FIG_00030143,2604.11852v2,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030143.png,380.36,728.27,841.12,1016.49,402.33,1035.82,817.73,1061.5
FIG_00030144,2604.11852v2,BIOINFO,q-bio.QM,21,figures/BIOINFO/FIG_00030144.png,337.64,516.06,882.34,751.0,382.92,769.12,835.67,794.5
FIG_00030145,2604.11852v2,BIOINFO,q-bio.QM,22,figures/BIOINFO/FIG_00030145.png,220.56,867.5,991.91,1079.83,218.26,1098.01,1000.07,1145.84
FIG_00030146,2604.11852v2,BIOINFO,q-bio.QM,27,figures/BIOINFO/FIG_00030146.png,220.07,245.7,999.15,942.9,218.28,961.81,1000.58,1009.56
FIG_00030147,2604.11852v2,BIOINFO,q-bio.QM,28,figures/BIOINFO/FIG_00030147.png,453.66,428.64,763.15,731.21,314.11,751.44,904.06,777.5
FIG_00030148,2604.11852v2,BIOINFO,q-bio.QM,30,figures/BIOINFO/FIG_00030148.png,345.99,255.71,875.37,584.53,219.05,608.86,1000.09,658.46
FIG_00030149,2604.10609v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030149.png,142.37,873.35,1081.15,1133.29,141.44,1147.43,1084.15,1237.34
FIG_00030150,2604.10609v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030150.png,140.27,280.44,1081.64,821.79,142.59,834.87,1082.43,991.82
FIG_00030151,2604.10609v1,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030151.png,141.38,144.25,1081.47,915.21,142.01,928.76,1082.42,1040.17
FIG_00030152,2604.10609v1,BIOINFO,q-bio.QM,10,figures/BIOINFO/FIG_00030152.png,143.66,233.61,1081.34,1111.11,141.77,1126.55,1083.26,1346.4
FIG_00030153,2604.10609v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030153.png,144.67,418.36,1079.64,832.95,141.92,848.43,1082.56,1004.21
FIG_00030154,2604.10609v1,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030154.png,188.33,164.32,1035.97,1166.33,141.82,1178.39,1082.54,1421.37
FIG_00030155,2604.10476v1,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030155.png,227.64,483.81,957.72,988.9,138.44,1026.45,1053.14,1228.19
FIG_00030156,2604.10476v1,BIOINFO,q-bio.QM,21,figures/BIOINFO/FIG_00030156.png,213.2,150.11,969.8,674.92,137.7,714.26,1053.07,1056.07
FIG_00030157,2604.11824v2,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030157.png,278.18,247.16,953.55,627.38,265.27,654.96,957.15,940.95
FIG_00030158,2604.11824v2,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030158.png,278.36,469.7,952.12,840.91,265.5,868.91,951.68,1110.57
FIG_00030159,2604.11824v2,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030159.png,267.58,636.69,956.67,1016.2,265.23,1034.74,950.37,1276.71
FIG_00030160,2604.11824v2,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030160.png,272.53,249.26,939.45,633.18,265.65,655.07,948.12,831.48
FIG_00030161,2604.11824v2,BIOINFO,q-bio.QM,12,figures/BIOINFO/FIG_00030161.png,266.28,301.71,947.35,669.48,265.86,701.0,936.73,811.01
FIG_00030162,2604.11824v2,BIOINFO,q-bio.QM,16,figures/BIOINFO/FIG_00030162.png,288.39,585.74,946.06,915.46,265.42,949.25,942.75,1146.04
FIG_00030163,2604.11824v2,BIOINFO,q-bio.QM,24,figures/BIOINFO/FIG_00030163.png,268.44,452.38,949.19,904.72,264.13,924.87,934.2,992.82
FIG_00030164,2604.09451v1,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030164.png,422.42,1033.13,751.51,1401.19,284.61,1458.85,784.71,1483.98
FIG_00030165,2604.09451v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030165.png,143.88,1160.19,1039.06,1351.47,283.94,1402.38,993.79,1428.54
FIG_00030166,2604.09451v1,BIOINFO,q-bio.QM,14,figures/BIOINFO/FIG_00030166.png,379.39,828.48,756.8,1184.83,284.63,1215.61,811.84,1241.22
FIG_00030167,2604.09451v1,BIOINFO,q-bio.QM,14,figures/BIOINFO/FIG_00030167.png,219.01,187.29,952.94,535.19,284.26,590.27,905.32,616.84
FIG_00030168,2604.09451v1,BIOINFO,q-bio.QM,16,figures/BIOINFO/FIG_00030168.png,626.2,434.92,984.74,761.16,745.68,790.89,1035.86,841.16
FIG_00030169,2604.09451v1,BIOINFO,q-bio.QM,16,figures/BIOINFO/FIG_00030169.png,149.14,427.88,566.4,709.38,284.88,771.35,574.54,847.6
FIG_00030170,2604.09451v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030170.png,190.52,223.4,948.69,711.23,282.22,768.44,1036.96,819.89
FIG_00030171,2604.09451v1,BIOINFO,q-bio.QM,18,figures/BIOINFO/FIG_00030171.png,211.07,263.53,1031.29,851.64,283.36,976.1,969.03,1001.83
FIG_00030172,2604.09451v1,BIOINFO,q-bio.QM,19,figures/BIOINFO/FIG_00030172.png,152.24,583.85,1024.71,1106.92,284.22,1165.17,950.46,1191.57
FIG_00030173,2604.09370v1,BIOINFO,q-bio.QM,2,figures/BIOINFO/FIG_00030173.png,634.97,114.85,1084.32,838.91,620.09,861.29,1114.41,992.83
FIG_00030174,2604.09370v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030174.png,620.0,111.42,1109.85,551.72,619.95,569.74,1113.25,657.47
FIG_00030175,2604.09370v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030175.png,621.84,112.46,1110.47,581.53,619.62,599.7,1114.48,687.43
FIG_00030176,2604.09370v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030176.png,113.65,112.34,597.98,590.6,110.5,600.6,1115.98,692.57
FIG_00030177,2604.09370v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030177.png,110.06,111.05,1112.61,586.04,110.5,600.6,1115.98,692.57
FIG_00030178,2604.18603v1,BIOINFO,q-bio.QM,2,figures/BIOINFO/FIG_00030178.png,215.3,947.02,1016.24,1410.32,109.45,1430.98,1122.44,1486.67
FIG_00030179,2604.18603v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030179.png,231.66,110.26,980.18,617.31,101.77,638.63,1113.07,691.9
FIG_00030180,2604.18603v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030180.png,223.64,507.72,1009.77,1388.35,109.9,1414.73,1121.63,1505.69
FIG_00030181,2604.18603v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030181.png,214.41,109.75,999.04,992.91,100.67,1018.21,1113.24,1090.05
FIG_00030182,2604.18603v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030182.png,221.5,109.51,1010.09,992.97,110.03,1017.55,1121.73,1107.9
FIG_00030183,2604.18603v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030183.png,106.89,210.51,1092.39,435.47,100.26,466.04,1114.28,538.06
FIG_00030184,2604.18603v1,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030184.png,223.44,107.72,1006.42,456.56,110.16,472.07,1122.07,548.45
FIG_00030185,2604.18603v1,BIOINFO,q-bio.QM,12,figures/BIOINFO/FIG_00030185.png,367.48,108.96,866.1,397.72,109.31,419.01,1122.64,457.07
FIG_00030186,2604.08507v1,BIOINFO,q-bio.QM,14,figures/BIOINFO/FIG_00030186.png,253.39,122.56,623.43,612.61,100.75,635.65,777.79,674.29
FIG_00030187,2604.08634v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030187.png,146.94,142.74,1081.81,501.63,141.67,510.17,1083.32,624.63
FIG_00030188,2604.08634v1,BIOINFO,q-bio.QM,12,figures/BIOINFO/FIG_00030188.png,143.61,149.96,1068.35,1023.54,142.36,1029.34,1083.88,1292.65
FIG_00030189,2604.08634v1,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030189.png,150.99,143.48,1081.16,590.58,141.3,603.71,1085.01,688.46
FIG_00030190,2604.08634v1,BIOINFO,q-bio.QM,14,figures/BIOINFO/FIG_00030190.png,142.61,240.29,1073.5,1234.84,141.45,1239.29,1084.2,1386.29
FIG_00030191,2604.08634v1,BIOINFO,q-bio.QM,16,figures/BIOINFO/FIG_00030191.png,143.88,144.59,1081.52,983.14,142.69,988.04,1033.76,1074.49
FIG_00030192,2604.08634v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030192.png,145.0,463.79,1077.52,1140.53,142.91,1174.92,1069.04,1350.01
FIG_00030193,2604.08634v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030193.png,157.65,149.97,1060.52,729.59,142.25,739.76,1016.0,797.79
FIG_00030194,2604.08634v1,BIOINFO,q-bio.QM,22,figures/BIOINFO/FIG_00030194.png,147.51,130.57,1076.4,1027.33,141.85,1031.51,1067.23,1147.3
FIG_00030195,2604.08634v1,BIOINFO,q-bio.QM,37,figures/BIOINFO/FIG_00030195.png,144.94,242.24,1078.01,473.59,141.31,598.86,1068.44,694.18
FIG_00030196,2604.07576v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030196.png,155.5,146.96,1064.56,567.22,141.91,585.94,1082.96,718.37
FIG_00030197,2604.07576v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030197.png,164.97,224.08,1049.13,1191.02,141.64,1221.5,1083.26,1377.68
FIG_00030198,2604.07576v1,BIOINFO,q-bio.QM,10,figures/BIOINFO/FIG_00030198.png,246.41,163.1,980.97,983.2,141.72,1003.15,1081.34,1070.57
FIG_00030199,2604.07576v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030199.png,187.36,173.14,1037.3,1186.85,141.85,1208.3,1083.11,1430.5
FIG_00030200,2604.07576v1,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030200.png,139.94,139.74,1077.25,835.43,141.47,853.99,1082.75,988.6
FIG_00030201,2604.07576v1,BIOINFO,q-bio.QM,16,figures/BIOINFO/FIG_00030201.png,141.43,143.53,1082.29,909.57,142.19,925.61,1084.16,1102.91
FIG_00030202,2604.07576v1,BIOINFO,q-bio.QM,17,figures/BIOINFO/FIG_00030202.png,162.49,137.53,1057.42,1018.64,142.11,1043.72,1081.61,1110.04
FIG_00030203,2604.07576v1,BIOINFO,q-bio.QM,18,figures/BIOINFO/FIG_00030203.png,160.69,210.06,1060.9,1191.55,141.8,1204.64,1083.08,1360.15
FIG_00030204,2604.07576v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030204.png,297.34,183.14,925.06,1219.84,142.08,1238.14,1082.32,1392.97
FIG_00030205,2604.07576v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030205.png,300.13,848.62,922.45,1215.22,142.08,1238.14,1082.32,1392.97
FIG_00030206,2604.07576v1,BIOINFO,q-bio.QM,21,figures/BIOINFO/FIG_00030206.png,144.04,251.63,1078.81,1192.55,142.04,1210.42,1082.61,1321.17
FIG_00030207,2604.07576v1,BIOINFO,q-bio.QM,23,figures/BIOINFO/FIG_00030207.png,145.22,138.65,1081.26,502.62,141.55,523.69,1082.7,656.46
FIG_00030208,2604.07576v1,BIOINFO,q-bio.QM,24,figures/BIOINFO/FIG_00030208.png,140.35,183.1,1083.21,1229.59,141.48,1249.88,1083.42,1383.68
FIG_00030209,2604.07576v1,BIOINFO,q-bio.QM,26,figures/BIOINFO/FIG_00030209.png,147.26,227.11,1076.54,1189.06,141.33,1208.9,1082.6,1342.59
FIG_00030210,2604.07576v1,BIOINFO,q-bio.QM,29,figures/BIOINFO/FIG_00030210.png,244.28,199.81,989.97,1261.24,142.24,1277.17,1082.43,1408.95
FIG_00030211,2604.07576v1,BIOINFO,q-bio.QM,30,figures/BIOINFO/FIG_00030211.png,144.2,246.78,1077.28,1184.98,142.29,1201.26,1081.46,1333.37
FIG_00030212,2604.07576v1,BIOINFO,q-bio.QM,31,figures/BIOINFO/FIG_00030212.png,195.5,151.22,1021.35,1328.53,142.28,1332.01,1082.4,1421.39
FIG_00030213,2604.07560v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030213.png,118.76,173.84,1103.09,921.21,105.06,957.26,1119.0,1023.7
FIG_00030214,2604.07560v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030214.png,107.51,167.25,1112.14,759.51,105.0,798.71,1118.35,866.16
FIG_00030215,2604.07560v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030215.png,120.76,177.47,576.95,473.88,105.59,506.21,592.82,594.31
FIG_00030216,2604.07557v1,BIOINFO,q-bio.QM,19,figures/BIOINFO/FIG_00030216.png,153.19,269.36,1060.36,1024.41,142.57,1062.5,1083.52,1333.68
FIG_00030217,2604.07557v1,BIOINFO,q-bio.QM,20,figures/BIOINFO/FIG_00030217.png,146.84,426.24,1062.31,984.52,141.56,1013.68,1083.17,1148.87
FIG_00030218,2604.07557v1,BIOINFO,q-bio.QM,22,figures/BIOINFO/FIG_00030218.png,137.82,387.88,1067.1,938.96,142.23,959.47,1081.68,1205.35
FIG_00030219,2604.07557v1,BIOINFO,q-bio.QM,23,figures/BIOINFO/FIG_00030219.png,145.01,471.87,1067.8,785.39,142.77,807.77,1082.66,1106.44
FIG_00030220,2604.07557v1,BIOINFO,q-bio.QM,24,figures/BIOINFO/FIG_00030220.png,143.0,368.37,1073.96,761.62,142.66,775.55,1082.42,1209.25
FIG_00030221,2604.07557v1,BIOINFO,q-bio.QM,25,figures/BIOINFO/FIG_00030221.png,139.82,548.87,1070.85,757.5,142.49,784.63,1082.16,1028.91
FIG_00030222,2604.07557v1,BIOINFO,q-bio.QM,31,figures/BIOINFO/FIG_00030222.png,146.15,199.77,1079.98,770.02,141.75,828.28,1083.11,936.51
FIG_00030223,2604.07557v1,BIOINFO,q-bio.QM,32,figures/BIOINFO/FIG_00030223.png,260.61,458.6,953.8,939.5,141.76,962.6,1082.88,1125.08
FIG_00030224,2604.07557v1,BIOINFO,q-bio.QM,33,figures/BIOINFO/FIG_00030224.png,307.13,224.9,908.95,712.43,141.47,737.75,1083.36,874.17
FIG_00030225,2604.07557v1,BIOINFO,q-bio.QM,33,figures/BIOINFO/FIG_00030225.png,154.22,999.51,1076.63,1316.98,141.39,1330.07,1081.41,1385.85
FIG_00030226,2604.07557v1,BIOINFO,q-bio.QM,34,figures/BIOINFO/FIG_00030226.png,142.51,769.49,1063.78,1257.38,142.2,1276.64,1082.48,1412.56
FIG_00030227,2604.07557v1,BIOINFO,q-bio.QM,34,figures/BIOINFO/FIG_00030227.png,142.99,163.15,1074.8,557.6,141.52,571.35,1083.11,706.84
FIG_00030228,2604.07557v1,BIOINFO,q-bio.QM,35,figures/BIOINFO/FIG_00030228.png,141.78,572.15,1076.03,876.19,141.37,894.99,1082.08,1004.37
FIG_00030229,2604.07309v2,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030229.png,151.75,316.57,1026.41,575.28,126.52,600.95,1064.71,717.31
FIG_00030230,2604.07309v2,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030230.png,152.09,267.8,1030.04,575.52,126.52,600.95,1064.71,717.31
FIG_00030231,2604.07309v2,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030231.png,304.4,225.15,844.55,675.85,125.86,697.93,1065.25,855.51
FIG_00030232,2604.07309v2,BIOINFO,q-bio.QM,10,figures/BIOINFO/FIG_00030232.png,303.79,398.91,844.12,848.38,127.72,870.44,1065.24,987.28
FIG_00030233,2604.07309v2,BIOINFO,q-bio.QM,13,figures/BIOINFO/FIG_00030233.png,216.73,651.19,975.3,1155.01,127.07,1182.37,1065.05,1298.52
FIG_00030234,2604.07309v2,BIOINFO,q-bio.QM,14,figures/BIOINFO/FIG_00030234.png,304.55,345.55,845.67,794.51,126.2,817.2,1065.25,915.75
FIG_00030235,2604.07309v2,BIOINFO,q-bio.QM,15,figures/BIOINFO/FIG_00030235.png,305.47,226.84,846.77,675.09,127.59,698.05,1064.27,795.55
FIG_00030236,2604.16450v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030236.png,146.7,637.14,1075.53,880.54,141.66,906.46,1082.72,1069.11
FIG_00030237,2604.16450v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030237.png,146.97,146.77,1076.49,385.21,142.67,390.34,1082.04,552.93
FIG_00030238,2604.16450v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030238.png,144.19,144.44,1079.4,308.82,141.65,315.95,1082.38,409.02
FIG_00030239,2604.16450v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030239.png,142.86,429.0,1081.16,754.71,141.39,773.28,1082.5,912.83
FIG_00030240,2604.16450v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030240.png,142.67,932.81,1081.24,1259.91,141.75,1277.66,1083.03,1394.65
FIG_00030241,2604.16450v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030241.png,147.14,889.95,1076.97,1125.03,141.87,1144.44,1081.86,1260.76
FIG_00030242,2604.16450v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030242.png,184.19,144.24,1038.51,456.21,141.76,481.21,1082.03,621.08
FIG_00030243,2604.05844v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030243.png,113.59,357.15,1118.13,701.0,235.3,714.01,984.52,736.71
FIG_00030244,2604.05844v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030244.png,114.32,548.05,1118.05,891.86,255.19,905.82,965.87,929.19
FIG_00030245,2604.05844v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030245.png,114.15,122.71,1118.21,465.82,254.26,477.92,995.12,501.45
FIG_00030246,2604.09702v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030246.png,103.89,148.81,1084.83,792.46,95.95,812.81,1093.94,908.33
FIG_00030247,2604.09702v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030247.png,616.23,141.42,1090.34,403.29,615.57,423.05,1093.29,565.73
FIG_00030248,2604.06269v2,BIOINFO,q-bio.QM,2,figures/BIOINFO/FIG_00030248.png,226.46,142.26,998.54,437.65,213.65,451.6,1009.75,561.85
FIG_00030249,2604.06269v2,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030249.png,217.94,146.06,998.31,520.69,213.96,539.0,1010.18,670.79
FIG_00030250,2604.06269v2,BIOINFO,q-bio.QM,8,figures/BIOINFO/FIG_00030250.png,666.37,708.73,1009.92,905.01,665.38,917.23,1010.25,973.89
FIG_00030251,2604.06269v2,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030251.png,226.38,164.71,991.05,701.51,214.17,708.92,1010.47,818.44
FIG_00030252,2604.06269v2,BIOINFO,q-bio.QM,23,figures/BIOINFO/FIG_00030252.png,250.81,150.51,973.96,674.76,212.08,690.77,1011.42,758.06
FIG_00030253,2604.06264v1,BIOINFO,q-bio.QM,1,figures/BIOINFO/FIG_00030253.png,613.22,437.05,1043.06,731.83,610.76,736.49,1052.39,784.2
FIG_00030254,2604.06264v1,BIOINFO,q-bio.QM,4,figures/BIOINFO/FIG_00030254.png,155.75,147.31,1034.15,661.33,140.52,679.89,1052.2,776.13
FIG_00030255,2604.06262v1,BIOINFO,q-bio.QM,1,figures/BIOINFO/FIG_00030255.png,627.56,357.39,1134.76,555.24,621.54,565.66,1127.62,709.41
FIG_00030256,2604.06262v1,BIOINFO,q-bio.QM,3,figures/BIOINFO/FIG_00030256.png,633.47,108.75,1115.61,288.66,621.77,297.2,1127.75,370.62
FIG_00030257,2604.06262v1,BIOINFO,q-bio.QM,5,figures/BIOINFO/FIG_00030257.png,120.97,111.16,1100.18,575.14,95.5,583.84,1128.45,729.77
FIG_00030258,2604.06262v1,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030258.png,626.39,582.98,1134.85,769.82,621.78,778.55,1128.86,834.08
FIG_00030259,2604.06262v1,BIOINFO,q-bio.QM,9,figures/BIOINFO/FIG_00030259.png,625.47,870.99,1134.37,1059.08,621.25,1068.37,1128.75,1142.45
FIG_00030260,2604.06262v1,BIOINFO,q-bio.QM,10,figures/BIOINFO/FIG_00030260.png,100.34,743.16,608.26,931.58,95.75,939.84,603.41,977.4
FIG_00030261,2604.06262v1,BIOINFO,q-bio.QM,10,figures/BIOINFO/FIG_00030261.png,626.98,237.33,1135.37,423.48,621.94,433.51,1128.08,507.3
FIG_00030262,2604.06262v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030262.png,629.79,920.14,1128.94,1118.32,621.5,1128.4,1128.05,1237.8
FIG_00030263,2604.06262v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030263.png,100.3,118.15,603.29,348.37,95.34,357.71,602.38,413.16
FIG_00030264,2604.06262v1,BIOINFO,q-bio.QM,11,figures/BIOINFO/FIG_00030264.png,628.53,450.18,1129.77,679.56,621.96,689.93,1127.52,744.65
FIG_00030265,2604.06262v1,BIOINFO,q-bio.QM,12,figures/BIOINFO/FIG_00030265.png,635.88,111.19,1115.17,615.36,621.83,623.67,1128.57,679.09
FIG_00030266,2604.06262v1,BIOINFO,q-bio.QM,12,figures/BIOINFO/FIG_00030266.png,625.84,777.41,1135.63,976.57,621.71,985.64,1072.24,1005.27
FIG_00030267,2604.07368v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030267.png,124.27,122.27,1072.39,689.5,467.53,819.4,833.74,841.17
FIG_00030268,2604.07368v1,BIOINFO,q-bio.QM,6,figures/BIOINFO/FIG_00030268.png,126.33,822.13,1072.48,1385.93,106.22,1410.7,1085.06,1447.72
FIG_00030269,2604.07368v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030269.png,126.05,123.31,1072.08,689.37,107.09,1428.93,1084.28,1446.82
FIG_00030270,2604.07368v1,BIOINFO,q-bio.QM,7,figures/BIOINFO/FIG_00030270.png,121.96,836.79,1072.54,1402.98,107.09,1428.93,1084.28,1446.82
